alert_id,source_file,rule_name,event_time,description,priority,container_id,pod_name,image_name,user_name,user_loginuid,command,k8s_namespace,tags,label,raw_line
27,Attacks-Pod-4xs77.txt,Delete Bash History,15:30:21.180522757,Detect bash history deletion,WARNING,3c4c391abc82,privileged-deployment-574878fc9d-hks5g,busybox:latest,root,0,container:3c4c391abc82 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-hks5g container=3c4c391abc82 image=busybox:latest,default,"[""process"", ""mitre_defense_evasion""]",attack,"rule= Delete Bash History, desc= 15:30:21.180522757: Detect bash history deletion, parameter=user=root user_loginuid=0 command=container:3c4c391abc82 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-hks5g container=3c4c391abc82 image=busybox:latest, priority=WARNING, container=3c4c391abc82, pod=privileged-deployment-574878fc9d-hks5g, tag=[""process"", ""mitre_defense_evasion""], attack"
28,Attacks-Pod-4xs77.txt,Remove Bulk Data from Disk,08:19:58.755985893,Detect process running to clear bulk data from disk,WARNING,81fe26cd43e9,privileged-deployment-574878fc9d-zjswq,busybox:latest,root,-1,sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-zjswq container=81fe26cd43e9 image=busybox:latest,default,"[""process"", ""mitre_persistence""]",attack,"rule= Remove Bulk Data from Disk, desc= 08:19:58.755985893: Detect process running to clear bulk data from disk, parameter=user=root user_loginuid=-1 command=sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-zjswq container=81fe26cd43e9 image=busybox:latest, priority=WARNING, container=81fe26cd43e9, pod=privileged-deployment-574878fc9d-zjswq, tag=[""process"", ""mitre_persistence""], attack"
29,Attacks-Pod-4xs77.txt,Network Connection outside Local Subnet,09:19:25.573419452,Detect traffic to image outside local subnet.,WARNING,cab351da952c,privileged-deployment-574878fc9d-b6h8g,busybox:latest,root,0,container:cab351da952c k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-b6h8g container=cab351da952c image=busybox:latest,default,"[""network""]",attack,"rule= Network Connection outside Local Subnet, desc= 09:19:25.573419452: Detect traffic to image outside local subnet., parameter=user=root user_loginuid=0 command=container:cab351da952c k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-b6h8g container=cab351da952c image=busybox:latest, priority=WARNING, container=cab351da952c, pod=privileged-deployment-574878fc9d-b6h8g, tag=[""network""], attack"
30,Attacks-Pod-4xs77.txt,Linux Kernel Module Injection Detected,13:11:20.775433944,Detect kernel module was injected (from container).,WARNING,9d5286c76225,privileged-deployment-574878fc9d-547xj,busybox:latest,root,-1,sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-547xj container=9d5286c76225 image=busybox:latest,default,"[""process""]",attack,"rule= Linux Kernel Module Injection Detected, desc= 13:11:20.775433944: Detect kernel module was injected (from container)., parameter=user=root user_loginuid=-1 command=sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-547xj container=9d5286c76225 image=busybox:latest, priority=WARNING, container=9d5286c76225, pod=privileged-deployment-574878fc9d-547xj, tag=[""process""], attack"
31,Attacks-Pod-4xs77.txt,Outbound or Inbound Traffic not to Authorized Server Process and Port,17:24:16.643140313,Detect traffic that is not to authorized server process and port.,WARNING,298453a6040e,sensitive-mount-deployment-7fd6f8467-dj985,busybox:latest,root,0,container:298453a6040e k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-dj985 container=298453a6040e image=busybox:latest mounts=/var/lib/kubelet/pods/fb2c550d-5c46-4776-a2c4-71cffcad23d2/containers/busybox/bb3b3cda:/dev/termination-log::true:rprivate,default,"[""network""]",attack,"rule= Outbound or Inbound Traffic not to Authorized Server Process and Port, desc= 17:24:16.643140313: Detect traffic that is not to authorized server process and port., parameter=user=root user_loginuid=0 command=container:298453a6040e k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-dj985 container=298453a6040e image=busybox:latest mounts=/var/lib/kubelet/pods/fb2c550d-5c46-4776-a2c4-71cffcad23d2/containers/busybox/bb3b3cda:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/fb2c550d-5c46-4776-a2c4-71cffcad23d2/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/fb2c550d-5c46-4776-a2c4-71cffcad23d2/etc-hosts:/etc/hosts::true:rprivate, priority=WARNING, container=298453a6040e, pod=sensitive-mount-deployment-7fd6f8467-dj985, tag=[""network""], attack"
32,Attacks-Pod-4xs77.txt,Launch Package Management Process in Container,15:53:39.175912635,Package management process ran inside container,ERROR,3cb18b59d674,sensitive-mount-deployment-7fd6f8467-hhkfr,busybox:latest,root,0,container:3cb18b59d674 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-hhkfr container=3cb18b59d674 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""process"", ""mitre_persistence""]",attack,"rule= Launch Package Management Process in Container, desc= 15:53:39.175912635: Package management process ran inside container, parameter=user=root user_loginuid=0 command=container:3cb18b59d674 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-hhkfr container=3cb18b59d674 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/6cc0cd16-3f27-451a-b472-ee4f79b925e1/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/6cc0cd16-3f27-451a-b472-ee4f79b925e1/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/6cc0cd16-3f27-451a-b472-ee4f79b925e1/containers/busybox/1c12bc35:/dev/termination-log::true:rprivate, priority=ERROR, container=3cb18b59d674, pod=sensitive-mount-deployment-7fd6f8467-hhkfr, tag=[""process"", ""mitre_persistence""], attack"
33,Attacks-Pod-4xs77.txt,Delete Bash History,01:04:56.712568628,Detect bash history deletion,WARNING,ae0cbf3c065e,privileged-deployment-574878fc9d-gfj6s,busybox:latest,root,0,container:ae0cbf3c065e k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-gfj6s container=ae0cbf3c065e image=busybox:latest,default,"[""process"", ""mitre_defense_evasion""]",attack,"rule= Delete Bash History, desc= 01:04:56.712568628: Detect bash history deletion, parameter=user=root user_loginuid=0 command=container:ae0cbf3c065e k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-gfj6s container=ae0cbf3c065e image=busybox:latest, priority=WARNING, container=ae0cbf3c065e, pod=privileged-deployment-574878fc9d-gfj6s, tag=[""process"", ""mitre_defense_evasion""], attack"
34,Attacks-Pod-4xs77.txt,Remove Bulk Data from Disk,08:20:04.113398253,Detect process running to clear bulk data from disk,WARNING,e87065ec0b0b,privileged-deployment-574878fc9d-wb9xg,busybox:latest,root,0,container:e87065ec0b0b k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-wb9xg container=e87065ec0b0b image=busybox:latest,default,"[""process"", ""mitre_persistence""]",attack,"rule= Remove Bulk Data from Disk, desc= 08:20:04.113398253: Detect process running to clear bulk data from disk, parameter=user=root user_loginuid=0 command=container:e87065ec0b0b k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-wb9xg container=e87065ec0b0b image=busybox:latest, priority=WARNING, container=e87065ec0b0b, pod=privileged-deployment-574878fc9d-wb9xg, tag=[""process"", ""mitre_persistence""], attack"
35,Attacks-Pod-4xs77.txt,Read sensitive file untrusted,16:29:00.999019086,an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n,WARNING,05948d97523c,privileged-deployment-574878fc9d-dvcq6,busybox:latest,root,0,container:05948d97523c k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-dvcq6 container=05948d97523c image=busybox:latest,default,"[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""]",attack,"rule= Read sensitive file untrusted, desc= 16:29:00.999019086: an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n, parameter=user=root user_loginuid=0 command=container:05948d97523c k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-dvcq6 container=05948d97523c image=busybox:latest, priority=WARNING, container=05948d97523c, pod=privileged-deployment-574878fc9d-dvcq6, tag=[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""], attack"
36,Attacks-Pod-4xs77.txt,Search Private Keys or Passwords,10:35:15.321399118,Detect grep private keys or passwords activity.\n,WARNING,88763f7daa69,privileged-deployment-574878fc9d-sr2qt,busybox:latest,root,0,container:88763f7daa69 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-sr2qt container=88763f7daa69 image=busybox:latest,default,"[""process"", ""mitre_credential_access""]",attack,"rule= Search Private Keys or Passwords, desc= 10:35:15.321399118: Detect grep private keys or passwords activity.\n, parameter=user=root user_loginuid=0 command=container:88763f7daa69 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-sr2qt container=88763f7daa69 image=busybox:latest, priority=WARNING, container=88763f7daa69, pod=privileged-deployment-574878fc9d-sr2qt, tag=[""process"", ""mitre_credential_access""], attack"
37,Attacks-Pod-4xs77.txt,Linux Kernel Module Injection Detected,01:38:50.266183126,Detect kernel module was injected (from container).,WARNING,320f1f53c5e5,privileged-deployment-574878fc9d-nzrpc,busybox:latest,root,0,container:320f1f53c5e5 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-nzrpc container=320f1f53c5e5 image=busybox:latest,default,"[""process""]",attack,"rule= Linux Kernel Module Injection Detected, desc= 01:38:50.266183126: Detect kernel module was injected (from container)., parameter=user=root user_loginuid=0 command=container:320f1f53c5e5 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-nzrpc container=320f1f53c5e5 image=busybox:latest, priority=WARNING, container=320f1f53c5e5, pod=privileged-deployment-574878fc9d-nzrpc, tag=[""process""], attack"
38,Attacks-Pod-4xs77.txt,Create files below dev,03:26:32.169718921,creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev.,ERROR,7ad621fbe4b9,privileged-deployment-574878fc9d-bv7vd,busybox:latest,root,0,container:7ad621fbe4b9 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-bv7vd container=7ad621fbe4b9 image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Create files below dev, desc= 03:26:32.169718921: creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev., parameter=user=root user_loginuid=0 command=container:7ad621fbe4b9 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-bv7vd container=7ad621fbe4b9 image=busybox:latest, priority=ERROR, container=7ad621fbe4b9, pod=privileged-deployment-574878fc9d-bv7vd, tag=[""filesystem"", ""mitre_persistence""], attack"
39,Attacks-Pod-4xs77.txt,Clear Log Activities,02:42:48.439757638,Detect clearing of critical log files,WARNING,f578aaa69740,privileged-deployment-8849cf79f-5k6kd,busybox:latest,root,0,container:f578aaa69740 k8s.ns=default k8s.pod=privileged-deployment-8849cf79f-5k6kd container=f578aaa69740 image=busybox:latest,default,"[""file"", ""mitre_defense_evasion""]",attack,"rule= Clear Log Activities, desc= 02:42:48.439757638: Detect clearing of critical log files, parameter=user=root user_loginuid=0 command=container:f578aaa69740 k8s.ns=default k8s.pod=privileged-deployment-8849cf79f-5k6kd container=f578aaa69740 image=busybox:latest, priority=WARNING, container=f578aaa69740, pod=privileged-deployment-8849cf79f-5k6kd, tag=[""file"", ""mitre_defense_evasion""], attack"
40,Attacks-Pod-4xs77.txt,Launch Disallowed Container,22:18:23.591580496,Detect the initial process started by a container that is not in a list of allowed containers.\n,WARNING,ad959fb4d189,privileged-deployment-574878fc9d-b7dvc,busybox:latest,root,0,container:ad959fb4d189 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-b7dvc container=ad959fb4d189 image=busybox:latest,default,"[""container"", ""mitre_lateral_movement""]",attack,"rule= Launch Disallowed Container, desc= 22:18:23.591580496: Detect the initial process started by a container that is not in a list of allowed containers.\n, parameter=user=root user_loginuid=0 command=container:ad959fb4d189 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-b7dvc container=ad959fb4d189 image=busybox:latest, priority=WARNING, container=ad959fb4d189, pod=privileged-deployment-574878fc9d-b7dvc, tag=[""container"", ""mitre_lateral_movement""], attack"
41,Attacks-Pod-4xs77.txt,Detect outbound connections to common miner pool ports,10:49:32.016300411,Miners typically connect to miner pools on common ports.,CRITICAL,241430db01c4,sensitive-mount-deployment-7fd6f8467-sn5k2,busybox:latest,root,0,container:241430db01c4 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-sn5k2 container=241430db01c4 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""network"", ""mitre_execution""]",attack,"rule= Detect outbound connections to common miner pool ports, desc= 10:49:32.016300411: Miners typically connect to miner pools on common ports., parameter=user=root user_loginuid=0 command=container:241430db01c4 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-sn5k2 container=241430db01c4 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/4a6a030c-0ce2-45e0-b882-5d3738f07ecc/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/4a6a030c-0ce2-45e0-b882-5d3738f07ecc/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/4a6a030c-0ce2-45e0-b882-5d3738f07ecc/containers/busybox/eb0065ec:/dev/termination-log::true:rprivate, priority=CRITICAL, container=241430db01c4, pod=sensitive-mount-deployment-7fd6f8467-sn5k2, tag=[""network"", ""mitre_execution""], attack"
42,Attacks-Pod-4xs77.txt,Write below monitored dir,12:01:22.556029206,an attempt to write to any file below a set of monitored directories,ERROR,d4b8bbf71f93,sensitive-mount-deployment-7fd6f8467-8zr22,busybox:latest,root,0,container:d4b8bbf71f93 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-8zr22 container=d4b8bbf71f93 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below monitored dir, desc= 12:01:22.556029206: an attempt to write to any file below a set of monitored directories, parameter=user=root user_loginuid=0 command=container:d4b8bbf71f93 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-8zr22 container=d4b8bbf71f93 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/a498f941-9e42-4606-8c4e-9bb96ca92b5b/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/a498f941-9e42-4606-8c4e-9bb96ca92b5b/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/a498f941-9e42-4606-8c4e-9bb96ca92b5b/containers/busybox/7a915879:/dev/termination-log::true:rprivate, priority=ERROR, container=d4b8bbf71f93, pod=sensitive-mount-deployment-7fd6f8467-8zr22, tag=[""filesystem"", ""mitre_persistence""], attack"
43,Attacks-Pod-4xs77.txt,Detect crypto miners using the Stratum protocol,00:02:02.314290553,Miners typically specify the mining pool to connect to with a URI that begins with 'stratum+tcp',CRITICAL,302d260a2e0e,privileged-deployment-574878fc9d-2nvlm,busybox:latest,root,0,container:302d260a2e0e k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-2nvlm container=302d260a2e0e image=busybox:latest,default,"[""process"", ""mitre_execution""]",attack,"rule= Detect crypto miners using the Stratum protocol, desc= 00:02:02.314290553: Miners typically specify the mining pool to connect to with a URI that begins with 'stratum+tcp', parameter=user=root user_loginuid=0 command=container:302d260a2e0e k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-2nvlm container=302d260a2e0e image=busybox:latest, priority=CRITICAL, container=302d260a2e0e, pod=privileged-deployment-574878fc9d-2nvlm, tag=[""process"", ""mitre_execution""], attack"
44,Attacks-Pod-4xs77.txt,Container Drift Detected (chmod),14:23:48.475767141,New executable created in a container due to chmod,ERROR,95da6b521fcb,privileged-deployment-574878fc9d-468h6,busybox:latest,root,0,container:95da6b521fcb k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-468h6 container=95da6b521fcb image=busybox:latest,default,,attack,"rule= Container Drift Detected (chmod), desc= 14:23:48.475767141: New executable created in a container due to chmod, parameter=user=root user_loginuid=0 command=container:95da6b521fcb k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-468h6 container=95da6b521fcb image=busybox:latest, priority=ERROR, container=95da6b521fcb, pod=privileged-deployment-574878fc9d-468h6, tag=, attack"
