experiment_group,workflow_version,priority,rule_name,image_name,user_role,company_size,industry,cloud_provider,plan_type,total_alert_views,total_investigations,total_remediations,investigation_rate,remediation_rate,avg_time_to_investigate_minutes
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,78
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,94
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,platform_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,44
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,57
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,platform_engineer,enterprise,saas,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,platform_engineer,enterprise,saas,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,platform_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,56
treatment,runtime_context_panel,ERROR,Write below monitored dir,falcosecurity/event-generator,platform_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,100
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,falcosecurity/event-generator,platform_engineer,enterprise,saas,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,platform_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,18
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,devops_engineer,enterprise,saas,gcp,pro,2,1,1,0.5,0.5,105
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,devops_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,30
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,falcosecurity/event-generator,devops_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,40
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,devops_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,49
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,<NA>,security_engineer,small,health,gcp,free,1,1,1,1,1,108
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,falcosecurity/event-generator,security_engineer,small,health,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,security_engineer,small,health,gcp,free,2,2,1,1,0.5,85
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,security_engineer,small,health,gcp,free,2,0,0,0,0,
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,security_engineer,small,health,gcp,free,2,2,2,1,1,65
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,security_engineer,small,health,gcp,free,4,3,2,0.75,0.5,42.333333333333336
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,security_engineer,small,health,gcp,free,1,1,1,1,1,106
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,security_engineer,small,health,gcp,free,2,2,2,1,1,96
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),falcosecurity/event-generator,security_engineer,small,health,gcp,free,1,1,1,1,1,61
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,security_engineer,small,health,gcp,free,1,1,0,1,0,73
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,small,health,gcp,free,3,3,1,1,0.33333333333333331,72.333333333333329
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,security_engineer,small,health,gcp,free,1,1,0,1,0,7
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,security_engineer,small,health,gcp,free,3,3,1,1,0.33333333333333331,45.333333333333329
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,small,health,gcp,free,1,1,0,1,0,27
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,security_engineer,small,health,gcp,free,2,2,2,1,1,72.5
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,security_engineer,small,health,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below root,,security_engineer,small,health,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,falcosecurity/event-generator,security_engineer,small,health,gcp,free,1,1,0,1,0,54
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,security_engineer,small,health,gcp,free,1,1,1,1,1,47
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,security_engineer,small,health,gcp,free,3,3,1,1,0.33333333333333331,38.333333333333329
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,security_engineer,small,health,gcp,free,7,2,1,0.2857142857142857,0.14285714285714285,44.5
treatment,runtime_context_panel,ERROR,Create files below dev,falcosecurity/event-generator,security_engineer,small,health,gcp,free,1,1,1,1,1,102
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,security_engineer,small,health,gcp,free,1,1,1,1,1,52
treatment,runtime_context_panel,ERROR,Write below binary dir,busybox:latest,security_engineer,small,health,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,security_engineer,small,health,gcp,free,3,2,1,0.66666666666666663,0.33333333333333331,63
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,security_engineer,small,health,gcp,free,1,1,1,1,1,106
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,security_engineer,small,health,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,1,1,1,28
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,0,1,0,117
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,0,1,0,105
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),falcosecurity/event-generator,platform_engineer,small,saas,aws,pro,1,1,0,1,0,92
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,0,1,0,88
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,falcosecurity/event-generator,platform_engineer,small,saas,aws,pro,1,1,1,1,1,82
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,falcosecurity/event-generator,platform_engineer,small,saas,aws,pro,1,1,0,1,0,41
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,platform_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,1,1,1,78
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,1,1,1,14
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,security_engineer,small,saas,aws,pro,1,1,1,1,1,52
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,falcosecurity/event-generator,security_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,security_engineer,small,saas,aws,pro,1,1,0,1,0,52
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,small,saas,aws,pro,2,1,1,0.5,0.5,12
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,security_engineer,small,saas,aws,pro,1,1,1,1,1,26
treatment,runtime_context_panel,ERROR,Write below binary dir,falcosecurity/event-generator,security_engineer,small,saas,aws,pro,1,1,0,1,0,111
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,falcosecurity/event-generator,security_engineer,small,saas,aws,pro,1,1,1,1,1,97
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,falcosecurity/event-generator,security_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,security_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,security_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,security_engineer,small,saas,aws,pro,1,1,0,1,0,96
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,security_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,security_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,security_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,0,1,0,107
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,falcosecurity/event-generator,platform_engineer,small,saas,aws,pro,1,1,1,1,1,54
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,1,1,1,21
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,0,1,0,56
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,1,1,1,47
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),falcosecurity/event-generator,platform_engineer,small,saas,aws,pro,1,1,1,1,1,83
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,platform_engineer,small,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,1,1,1,38
treatment,runtime_context_panel,ERROR,Create files below dev,falcosecurity/event-generator,platform_engineer,small,saas,aws,pro,1,1,1,1,1,85
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,platform_engineer,small,saas,aws,pro,1,1,1,1,1,14
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,platform_engineer,small,saas,aws,pro,1,1,0,1,0,104
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,1,1,0,1,0,108
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below rpm database,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,48
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,2,2,1,1,0.5,52.5
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,busybox:latest,security_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,5
treatment,runtime_context_panel,ERROR,Write below etc,falcosecurity/event-generator,security_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,21
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,security_engineer,medium,ecommerce,aws,enterprise,1,1,0,1,0,51
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,security_engineer,medium,ecommerce,aws,enterprise,1,1,0,1,0,98
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,falcosecurity/event-generator,devops_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,100
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,1,1,0,1,0,16
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,1,1,0,1,0,41
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,2,1,1,0.5,0.5,4
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,2,2,2,1,1,72.5
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,32
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,53
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,2,1,1,0.5,0.5,96
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,falcosecurity/event-generator,devops_engineer,medium,ecommerce,aws,enterprise,2,2,0,1,0,76
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,falcosecurity/event-generator,devops_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,14
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,devops_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Create files below dev,falcosecurity/event-generator,devops_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,101
treatment,runtime_context_panel,ERROR,Modify binary dirs,falcosecurity/event-generator,devops_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,platform_engineer,medium,ecommerce,aws,enterprise,1,1,1,1,1,24
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,platform_engineer,medium,fintech,gcp,free,2,1,0,0.5,0,90
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,1,0,1,0,92
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,1,1,1,1,100
treatment,runtime_context_panel,ERROR,Modify binary dirs,falcosecurity/event-generator,devops_engineer,medium,fintech,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,devops_engineer,medium,fintech,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,devops_engineer,medium,fintech,gcp,free,1,1,1,1,1,7
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,devops_engineer,medium,fintech,gcp,free,1,1,0,1,0,91
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,devops_engineer,medium,fintech,gcp,free,1,1,0,1,0,69
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,devops_engineer,medium,fintech,gcp,free,1,1,0,1,0,33
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,1,1,1,1,13
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,1,0,1,0,18
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,1,0,1,0,94
treatment,runtime_context_panel,ERROR,Write below monitored dir,falcosecurity/event-generator,platform_engineer,medium,fintech,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,security_engineer,medium,fintech,gcp,free,1,1,1,1,1,76
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,security_engineer,medium,fintech,gcp,free,2,2,0,1,0,78.5
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,medium,fintech,gcp,free,1,1,0,1,0,49
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,security_engineer,medium,fintech,gcp,free,1,1,1,1,1,70
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,security_engineer,medium,fintech,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,security_engineer,medium,fintech,gcp,free,1,1,0,1,0,81
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,busybox:latest,security_engineer,medium,fintech,gcp,free,1,1,1,1,1,41
treatment,runtime_context_panel,ERROR,Modify binary dirs,falcosecurity/event-generator,platform_engineer,medium,fintech,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,falcosecurity/event-generator,platform_engineer,medium,fintech,gcp,free,1,1,0,1,0,39
treatment,runtime_context_panel,WARNING,Delete Bash History,falcosecurity/event-generator,platform_engineer,medium,fintech,gcp,free,1,1,1,1,1,52
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,1,0,1,0,110
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,1,0,1,0,99
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,platform_engineer,medium,fintech,gcp,free,1,1,0,1,0,93
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,3,2,1,0.66666666666666663,0.33333333333333331,83.5
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,2,1,1,0.5,0.5,81
treatment,runtime_context_panel,WARNING,Clear Log Activities,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,0,1,0,33
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,46
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,0,1,0,13
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,10
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete Bash History,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,22
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,2,1,1,0.5,0.5,22
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,3,2,1,0.66666666666666663,0.33333333333333331,77.5
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,2,1,1,0.5,0.5,63
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,118
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,2,2,1,1,0.5,48
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,0,1,0,28
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,94
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,79
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,104
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,13
treatment,runtime_context_panel,ERROR,Write below rpm database,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,82
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,1,1,1,103
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,1,0,1,0,24
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,platform_engineer,enterprise,ecommerce,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below binary dir,busybox:latest,platform_engineer,medium,health,azure,free,1,1,1,1,1,3
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,platform_engineer,medium,health,azure,free,1,1,1,1,1,20
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,medium,health,azure,free,1,1,1,1,1,101
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,falcosecurity/event-generator,platform_engineer,medium,health,azure,free,1,1,0,1,0,19
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,platform_engineer,medium,health,azure,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,falcosecurity/event-generator,devops_engineer,medium,health,azure,free,2,1,1,0.5,0.5,18
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,devops_engineer,medium,health,azure,free,2,2,1,1,0.5,27
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,devops_engineer,medium,health,azure,free,2,2,1,1,0.5,76.5
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,devops_engineer,medium,health,azure,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,devops_engineer,medium,health,azure,free,1,1,0,1,0,95
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,devops_engineer,medium,health,azure,free,2,1,0,0.5,0,67
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,devops_engineer,medium,health,azure,free,1,1,0,1,0,32
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,security_engineer,medium,health,azure,free,1,1,0,1,0,6
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,security_engineer,medium,health,azure,free,1,1,0,1,0,91
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,security_engineer,medium,health,azure,free,1,1,1,1,1,3
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,security_engineer,medium,health,azure,free,1,1,1,1,1,53
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,security_engineer,medium,health,azure,free,1,1,1,1,1,55
treatment,runtime_context_panel,ERROR,Read ssh information,<NA>,devops_engineer,medium,health,azure,free,1,1,0,1,0,70
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,devops_engineer,medium,health,azure,free,1,1,0,1,0,6
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,devops_engineer,medium,health,azure,free,1,1,0,1,0,89
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,falcosecurity/event-generator,devops_engineer,medium,health,azure,free,2,1,0,0.5,0,3
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,devops_engineer,medium,health,azure,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Create files below dev,falcosecurity/event-generator,devops_engineer,medium,health,azure,free,1,1,1,1,1,46
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,security_engineer,small,health,gcp,free,2,1,0,0.5,0,42
treatment,runtime_context_panel,ERROR,Write below binary dir,falcosecurity/event-generator,security_engineer,small,health,gcp,free,2,1,0,0.5,0,55
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,falcosecurity/event-generator,security_engineer,small,health,gcp,free,1,1,0,1,0,63
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,security_engineer,small,health,gcp,free,1,1,1,1,1,11
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,security_engineer,small,health,gcp,free,1,1,0,1,0,20
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,devops_engineer,small,health,gcp,free,1,1,1,1,1,8
